KEY,CHARACTER,English,Spanish,French,Italian,German,Russian,EnglishOrigin
C02-S03-GolemDialog03,Shine,[000000]我猜你的脏尿布肯定又变重了，不过你还是得去宫殿。,"[000000]Seguramente te pesa el culo más de la cuenta después de hacerte caquita, pero igualmente vas a tener que apechugar y llegar hasta el palacio.","[000000]Ces couches sales ont l'air plutôt lourdes, mais tu as besoin d'atteindre le palais.","[000000]Immagino che il tuo pannolino si sia un po' appesantito, ma dobbiamo arrivare al palazzo.","[000000]Deine vollen Windeln sind bestimmt irre schwer, aber du musst wirklich weiter bis zum Palast.","[000000]Наверное, тяжело идти в грязных подгузниках, но тебе нужно добраться до дворца.","[000000]I guess those dirty diapers sure are pretty heavy, but you need to reach the palace."
C02-S03-GolemDialogRespawn01,Rise,[000000]刚刚发生了什么？,[000000]¿Pero qué ha pasado?,[000000]Que s'est-il passé ?,[000000]Cos'è stato?,[000000]Was war das?,[000000]Что сейчас произошло?,[000000]What just happened?
C02-S03-GolemDialogRespawn02,Shine,[000000]你刚通过了魔像的考验。他们很喜欢测试人们的勇气和实力。,[000000]Acabas de atravesar un golem. Les encanta poner a prueba el valor de la gente y toda la pesca.,[000000]Tu viens juste de tomber sur un golem. Ils adorent mettre à l'épreuve le courage des gens et d'autres trucs comme ça.,[000000]Hai appena attraversato un golem. Adorano le prove di coraggio e roba simile.,[000000]Du bist gerade durch einen Golem hindurch gegangen. Die stellen gerne deinen Mut auf die Probe und so.,[000000]Ты прошел сквозь голема. Они любят испытывать людей на храбрость.,[000000]You went through a golem. They love to test people's bravery and stuff.
C02-S03-Colossus_Phrase01,Colossus,[000000]喔哦哦……我被这些亮晶晶的东西给困住了。请帮帮我，小不点。我知道你有指引者的加护。,"[000000]Oohhh... Soy prisionero de estas pequeñas cosas brillantes. Ayúdame, pequeño. Puedo ver que los Guías están contigo.","[000000]Oohhh… Je suis prisonnier de ces choses brillantes. S'il te plaît, aide-moi, mon petit. Les Guides t'accompagnent, je le vois.","[000000]Ooh... Sono prigioniero di queste cose luccicanti. Aiutami, piccolo. Vedo che le Guide sono con te.","[000000]Ohhh ... Ich bin ein Gefangener dieser glitzernden Dinge. Bitte helft mir, Jüngling. Ich kann fühlen, dass die Lenker mit Euch sind.","[000000]У-у-у-у... Я пленник этих блестящих штук. Помоги мне, дитя. Я вижу, тебя сопровождают проводники.","[000000]Oohhh...I am prisoner of these shiny things. Please help me, little one. I can see a Guide is with you."
C02-S03-Colossus_Phrase02,Colossus,[000000]那些该死的太空害虫几乎毁掉了我的身体，我现在的心跳也越来越弱。他们通通都该死！,"[000000]Esas malditas alimañas del espacio casi destruyen mi cuerpo, y ahora mi corazón apenas late. ¡Malditos sean todos!","[000000]Ces sales vermines de l'espace ont presque détruit mon corps au combat et mon cœur bat à peine. Sales, saaales vermines de l'espace !","[000000]Quei dannati Parassiti spaziali mi hanno quasi distrutto il corpo in battaglia, ho il cuore che mi batte a malapena. Dannati, dannaaati Parassiti spaziali!",[000000]Dieses Weltraum-Gewürm hat meinen Körper in der Schlacht fast vollständig zerstört und mein Herz vermag kaum zu schlagen. Wertloses Weltraum-Gewürm!,"[000000]Эти гадкие космические паразиты почти разрушили мое тело, и мое сердце еле бьется. Проклятые, проклятые космические паразиты!","[000000]Damn space vermin almost destroyed my body, and now my heart barely beats. Damn them all!"
C02-S04-ColossusInitialDialog01,Colossus,[000000]啊，你在这。我需要些能量来恢复自己的心跳，小不点。只有这样我才能重建自己……,"[000000]Aaaah, aquí estás. Necesito un poco de energía para que mi corazón vuelva a latir, pequeño. Solo entonces seré capaz de reconstruirme a mí mismo...","[000000]Ouiiii, te voilà. J'ai besoin d'énergie pour faire battre mon cœur à nouveau, mon petit. Ce n'est qu'ensuite que je pourrai me reconstruire.","[000000]Sì, eccoti qui. Mi serve energia per far battere di nuovo il mio cuore, piccolo. Solo allora potrò ricostruirmi.","[000000]Jaaaa, Ihr seid hier! Ich benötige Energie, damit mein Herz erneut schlagen kann, Jüngling. Nur dann vermag ich mich selbst zu erneuern.","[000000]Да-а-а, ты здесь. Мне нужна энергия, чтобы мое сердце забилось вновь, дитя. Только тогда я смогу восстановиться.","[000000]Ahhh, you are here. I need some energy to let my heart beat again, little one. Only then can I rebuild myself..."
C02-S04-ColossusInitialDialog02,Shine,[000000]我们会尽力的……我以前可从没试过启动一个一千岁的巨像。,"[000000]Haremos lo que podamos... Nunca he reanimado a un coloso de un millón de años de edad, ¿sabes?",[000000]Nous allons faire de notre mieux… Je n'ai jamais ranimé le cœur d'un colosse d'un million d'années.,[000000]Faremo del nostro meglio... Non mi è mai capitato di rianimare un cuore di Colosso vecchio di milioni di anni.,[000000]Wir geben uns Mühe ... Ich reanimiere zum ersten Mal einen Jahrtausende alten Koloss.,[000000]Мы постараемся... За всю жизнь ни разу не приходилось оживлять сердце Колосса возрастом в миллион лет.,[000000]We'll do our best...I've never jump-started a million-year-old Colossus before.
C02-S04-ColossusInitialDialog03,Rise,[000000]这确实……很大。,[000000]Esto es... enorme.,[000000]C'est… gros.,[000000]È... grande.,[000000]Das ist ... riesig.,[000000]Вот это громадина.,[000000]This sure is... big.
C02-S04-ColossusEndDialog01,Colossus,[000000]啊……哦耶……我又感觉到能量在身体里流动了！你有个非常不错的指引者，小不点。,"[000000]Aahhh... Síiiii... ¡Vuelvo a sentir como fluye mi energía! Los Guías te muestran el buen camino, pequeño.","[000000]Aahhh… Ouiii… Je sens mon énergie affluer à nouveau ! Tes Guides t'ont bien contrôlé, mon petit.","[000000]Aah... Sì... Sento di nuovo la mia energia che scorre! Le tue Guide ti hanno condotto bene, piccolo.","[000000]Ahhh ... vortrefflich ... Ich spüre erneut den Fluss der Energie! Eure Lenker haben Euch gut geführt, Jüngling.","[000000]М-м-м, да-а-а... Я чувствую, как внутри меня вновь течет энергия! Твои Проводники хорошо руководили тобой, дитя.","[000000]Aahhh...Yeees...I feel my energy flowing again! Your Guide leads you well, little one."
C02-S04-ColossusEndDialog02,Rise,[000000]哇，学校里的小伙伴肯定不会相信我救过巨像的。,"[000000]Ya lo sé, mis Guías son una pasada. Mis colegas no se van a creer que he salvado a un coloso.",[000000]Mes amis ne croiront jamais que nous avons sauvé un colosse.,[000000]Abbiamo salvato un Colossi. I miei amici non ci crederanno mai.,"[000000]Das glaubt mir niemand, dass wir einen Koloss gerettet haben!","[000000]Мои друзья в жизни не поверят, что мы спасли Колосса.","[000000]Man, the kids at school will never believe I saved a Colossus!"
C02-S05-ColossusInitialDialog01,Colossus,[000000]我的心跳变得比以往任何时候都更加强烈。现在我只需要点时间来进行重建就行了。大概需要三千年左右。谢谢你……,"[000000]Mi corazón vuelve a latir, y lo hace con más fuerza que nunca. Ahora solo necesito tres mil años para volver a completarme. Graciaaaaas.","[000000]Mon cœur bat à nouveau, et plus fort que jamais. Maintenant cela ne me prendra plus que trois cents ans pour être complet à nouveau. Meeerci.",[000000]Il mio cuore batte più forte che mai. Ora mi basteranno tremila anni per ricostruirmi del tutto. Graaazie.,"[000000]Mein Herz schlägt stärker als jemals zuvor. Nun wird es nur noch dreitausend Jahre dauern, bis ich wieder erblüht bin. Ich daaaaanke Euch.","[000000]Мое сердце бьется вновь, сильнее, чем когда-либо. Теперь мне понадобится всего три тысячи лет, чтобы восстановиться. Спасибо.",[000000]My heart beats stronger than ever. Now I just need a little time to rebuild. About three thousand years or so. Thank you...
C02-S05-ColossusInitialDialog02,Rise,[000000]不客气。,[000000]No las merece.,[000000]De rien.,[000000]Non c'è di che.,[000000]Gern geschehen.,[000000]Да не за что. ,[000000]Anytime.
C02-S05-ColossusInitialDialog03,Shine,[000000]祝你好运！,"[000000]Eso, ¡a pasarlo bien!","[000000]Ouais, amuse-toi bien !","[000000]Già, divertiti!","[000000]Genau, viel Spaß noch!","[000000]Да, не унывай там!","[000000]Yeah, have fun!"
C02-S05-ColossusInitialDialog04,Colossus,[000000]在我重建期间，我会保护森林里的所有生物。,"[000000]Mientras esté reconstruyéndome, todas las criaturas de este bosque estarán bajo mi protección.","[000000]Et pendant que je me reconstruis, toutes les créatures de cette forêt seront sous ma protection.","[000000]E mentre mi ricostruirò, tutte le creature di questa foresta saranno sotto la mia protezione.",[000000]Während meiner Erneuerung sollen alle Geschöpfe dieses Waldes unter meinem Schutz stehen.,"[000000]И пока я восстанавливаюсь, все живое в этом лесу будет под моей защитой.","[000000]And as I rebuild myself, all the creatures of this forest shall be under my protection."
C02-S05-ColossusInitialDialog05,Colossus,[000000]我是爱心与同情心的化身，对于宇宙中的每个生命，我的内心都充满了敬意。,"[000000]Soy un ser de amor puro y lleno de empatía, respetuoso con todos los seres vivos del universo.","[000000]Je m'emplis d'amour pur, d'empathie et de respect pour chaque chose qui vit dans cet univers.","[000000]Sono un essere colmo di puro amore, empatia e rispetto per ogni creatura vivente nell'universo.","[000000]Ich bin voller Liebe, Mitgefühl und Respekt für alle lebenden Wesen der Schöpfung.","[000000]Я наполнен безграничной любовью, чуткостью и уважением ко всем живым существам во вселенной.","[000000]I'm a being of pure love and empathy, filled with respect for every living thing in the universe."
C02-S05-ColossusEndDialog01,Shine,[000000]哇……刚刚他的爱心与同情心砸爆了太空兵人的脑袋。,[000000]Toma ya. Pues a ese Soldado del Espacio le ha caído un montón de amor y empatía en toda la cabezota.,[000000]Ouah… Tout cet amour et cette empathie vient de tomber sur la tête d'un Grunt.,[000000]Wow... Tutto l'amore e l'empatia sono cascati in testa a quel Soldato spaziale.,[000000]Wow ... Liebe und Mitgefühl sind diesem Weltraumgrunzer gerade voll auf den Kopf geschlagen.,[000000]Ого.. Сколько любви и чуткости только что обрушилось этому Космическому Солдафону прямо на голову!,[000000]Wow... All that love and empathy just crushed the hell out of that Space Grunt's head.
C02-S05-ColossusEndDialog02,Colossus,[000000]咕哇！！该死的太空害虫！再碰到他们的话我就要生吃掉他们！！,[000000]¡¡GROARR!! ¡¡Malditas alimañas espaciales!! ¡¡Como vuelva a ver a alguna por aquí me la zampo vivita y coleando!!,"[000000]GROARR !!… Saaales vermines de l'espace ! Si j'en revois traîner par ici, je les dévorerai vivantes !!",[000000]GROARR!!... Dannaaati Parassiti spaziali! Se li vedo ancora li mangio vivi!!,"[000000]RRRRAAAARRRH! Verfluchtes Weltraum-Gewürm! Wenn ich sie finde, soll mein Zorn sie ereilen!","[000000]Р-Р-Р-Р-Р!!... Проклятые космические паразиты! Если увижу еще хоть одного, то сожру его заживо!!",[000000]GROARR!!...Daaamn Space vermin! If I see any more of them I'll eat them alive!!
